Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocker),Outward issue link (Cloners),Outward issue link (Incorporates),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Supercedes),Outward issue link (dependent),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (CXF Fields),Custom field (Change Category),Custom field (Complexity),Custom field (Date of First Response),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Link),Custom field (Estimated Complexity),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Last public comment date),Custom field (Machine Readable Info),Custom field (New-TLP-TLPName),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Severity),Custom field (Severity),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Test and Documentation Plan),Custom field (Testcase included),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Handler.getHeaders() should always be called,CXF-2815,12464786,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,dkulp,sauthieg,sauthieg,18/May/10 12:06,18/May/10 15:40,14/Mar/19 02:29,18/May/10 13:58,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,JAX-WS Runtime,,,,0,,,,,,"Dan started to fix this issue in rev942091, but it was not complete.
I'm working on an additional patch.",,,,,,,,,,,,,,,,,18/May/10 12:19;sauthieg;CXF-2815.patch;https://issues.apache.org/jira/secure/attachment/12444784/CXF-2815.patch,,,,,,,1.0,,,,,,,,,,,,,,,,,Blocked on External,,,2010-05-18 13:58:33.946,,,no_permission,,Novice,,,,,,,,,,,113464,,,Tue May 18 13:58:33 UTC 2010,,,,,,0|i0delr:,76295,,,,,,,,"18/May/10 12:19;sauthieg;This is simply a copy/paste from what have been done in the Soap FaultIn interceptor.
This patch affects the ""normal"" SoapInterceptor and the Soap FaultOut interceptor (for consistency, because the JavaEE tests do not perform fault checking for this use case)","18/May/10 13:58;dkulp;
Patch applied.  Thanks!",,,,,,,,,,,,,,,,,,,,,,,,,
CXF's W3C SOAP JMS Implementation should generate mismatchedSoapAction per Section 2.2.3,CXF-2814,12464711,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,njiang,peaston,peaston,17/May/10 18:28,11/Oct/10 14:45,14/Mar/19 02:29,18/May/10 11:52,2.3,,,,,,,,,,,,,,,,,2.3,,,,Transports,,,,0,,,,,,CXF's W3C SOAP JMS Implementation should generate mismatchedSoapAction per Section 2.2.3. See suggested patch attached to CXF-2812 which has this fixed.,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2010-05-18 11:52:50.952,,,no_permission,,,,,,,,,,,,,114183,,,Tue May 18 11:52:50 UTC 2010,,,,,,0|i140d3:,231521,,,,,,,,18/May/10 11:52;njiang;Applied patch with thanks to Peter.,,,,,,,,,,,,,,,,,,,,,,,,,,
SOAP/JMS Spec implementation needs to implement Section 2.8 SOAP1.1 Fault details binding,CXF-2813,12464709,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,njiang,peaston,peaston,17/May/10 18:22,11/Oct/10 14:45,14/Mar/19 02:29,18/May/10 11:49,2.3,,,,,,,,,,,,,,,,,2.3,,,,Transports,,,,0,,,,,,SOAP Over JMS 1.0 Section 2.8 explains how a SOAP 1.1. faul detail element should be constructed from the JMS error sub-code. The suggested patch (CXF-2812) includes a fix for this/,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2010-05-18 11:49:32.895,,,no_permission,,,,,,,,,,,,,114182,,,Tue May 18 11:49:32 UTC 2010,,,,,,0|i0v11r:,179143,,,,,,,,18/May/10 11:49;njiang;Applied patch with thanks to Peter.,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wrong namespaces in WSDL - 2.2.6 OK, 2.2.7 and 2.2.8 BROKEN",CXF-2810,12464436,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Blocker,Fixed,ffang,cesnek,cesnek,13/May/10 14:52,21/Jan/11 18:14,14/Mar/19 02:29,23/Dec/10 06:16,2.2.12,2.2.7,2.2.8,2.3.1,,,,,,,,,,,,,,2.3.2,2.4,,,Aegis Databinding,Core,,,1,,,,,,"In WSDL there is wrong namespaces on arguments.
Version 2.2.6 and below is OK, 2.2.7 and 2.2.8 generate invalid WSDL.

2.2.6 OK
{code}
<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:v2=""http://v2_0_0.smlouva.ws.aa.marbes.cz"" >
   <soapenv:Header/>
   <soapenv:Body>
      <v2:updateSmlouvy>
         <v2:smlouva>

            <v2:cenaKupni>?</v2:cenaKupni>

            <v2:dodatkyKeSmlouve>
               <v2:AaSmlouvaDodatek>
                  <v2:zadavaciDok>?</v2:zadavaciDok>
                  <v2:zakon>?</v2:zakon>
               </v2:AaSmlouvaDodatek>
            </v2:dodatkyKeSmlouve>

         </v2:smlouva>
         <v2:idempotentGuid>?</v2:idempotentGuid>
      </v2:updateSmlouvy>
   </soapenv:Body>
</soapenv:Envelope>
{code}

2.2.7 WRONG - there is ""wo"" namespace from java package
{code}
<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:v2=""http://v2_0_0.smlouva.ws.aa.marbes.cz"" xmlns:wo=""http://wo.v2_0_0.ws.smlouva.modules.aa.modules.daisy.marbes.cz"">
   <soapenv:Header/>
   <soapenv:Body>
      <v2:updateSmlouvy>
         <v2:smlouva>

            <wo:cenaKupni>?</wo:cenaKupni>

            <wo:dodatkyKeSmlouve>
               <v2:AaSmlouvaDodatek>
                  <v2:zadavaciDok>?</v2:zadavaciDok>
                  <v2:zakon>?</v2:zakon>
               </v2:AaSmlouvaDodatek>
            </wo:dodatkyKeSmlouve>

         </v2:smlouva>
         <v2:idempotentGuid>?</v2:idempotentGuid>
      </v2:updateSmlouvy>
   </soapenv:Body>
</soapenv:Envelope>
{code}

If I call WS from SOAPUI, all values shows as NULL. When I modify SOAPUI XML - replace wo with v2 - WS start working.

*So CXF expects ""v2"" namespace in request XML, but in WSDL generate ""wo"" namespace.*

Server code:
{code}
        JaxWsServerFactoryBean serverFactoryBean = new JaxWsServerFactoryBean();
        serverFactoryBean.setServiceClass(AopUtils.getTargetClass(implementor));
        serverFactoryBean.setServiceBean(implementor);
        serverFactoryBean.setDataBinding(new AegisDatabinding());
        serverFactoryBean.setAddress(url);
        serverFactoryBean.setBus(cxfServlet.getBus());
        serverFactoryBean.create();
{code}

Interface:
{code}
@WebService(name = ""aa_smlouva_v2_0_0"", targetNamespace = ""http://v2_0_0.smlouva.ws.aa.marbes.cz"")
public interface AaSmlouvaWS {

    @WebMethod
    public WOrepeatable_result updateSmlouvy (
            @WebParam(name = ""smlouva"")  WOAaSmlouva smlouva, 
            @WebParam(name = ""idempotentGuid"")  String idempotentGuid
    );
}

@org.apache.cxf.aegis.type.java5.XmlType(name = ""AaSmlouva"", namespace = ""http://v2_0_0.smlouva.ws.aa.marbes.cz"")
public class WOAaSmlouva {
 ...
}
{code}",,,,,,,,,,,,,,,,,09/Dec/10 16:29;cesnek;CXF-2810-testcase.zip;https://issues.apache.org/jira/secure/attachment/12465917/CXF-2810-testcase.zip,20/Dec/10 07:50;ffang;CXF-2810.test;https://issues.apache.org/jira/secure/attachment/12466610/CXF-2810.test,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2010-05-26 20:03:42.39,,,no_permission,,,,,,,,,,,,,114179,,,Thu Dec 23 06:16:48 UTC 2010,,,,,,0|i0sxxb:,166973,,,,,,,,"26/May/10 20:03;dkulp;

Can you package up a small complete test case that show this?",09/Dec/10 15:20;cesnek;Stil not working even in 2.3.1,"09/Dec/10 15:22;cesnek;How to easy ""package up a small test case"" showing generating wrong WSDL?","09/Dec/10 16:29;cesnek;The test-case run CXF server. 
Calls through java interface working.
Calls through ""WSDL"" do not work. You need test this server with SOAPUI.


",20/Dec/10 07:50;ffang;attach a runnable testcase CXF-2810.test,"20/Dec/10 07:55;ffang;As the SEI has a type with namespace like

@XmlType(name = ""VOX"", namespace = ""http://wo.rtf2pdf.doc.ws.daisy.marbes.cz"")
    public class VO {
...

So the generated wsdl should have schema like
<xsd:schema attributeFormDefault=""qualified"" elementFormDefault=""qualified"" targetNamespace=""http://wo.rtf2pdf.doc.ws.daisy.marbes.cz"" xmlns:tns=""http://wo.rtf2pdf.doc.ws.daisy.marbes.cz"" xmlns:xsd=""http://www.w3.org/2001/XMLSchema"">
<xsd:complexType name=""VO"">
<xsd:sequence>
<xsd:element minOccurs=""0"" name=""str"" nillable=""true"" type=""xsd:string""/>
</xsd:sequence>
</xsd:complexType>
</xsd:schema>


but currently the generated wsdl have schema for Type VO like
<xsd:schema attributeFormDefault=""qualified"" elementFormDefault=""qualified"" targetNamespace=""http://aegis.systest.cxf.apache.org"" xmlns:tns=""http://aegis.systest.cxf.apache.org"" xmlns:xsd=""http://www.w3.org/2001/XMLSchema"">
<xsd:complexType name=""VO"">
<xsd:sequence>
<xsd:element minOccurs=""0"" name=""str"" nillable=""true"" type=""xsd:string""/>
</xsd:sequence>
</xsd:complexType>
</xsd:schema>

Which somehow use the package name as the namespace but ignore the correct one from @XmlType annotation. So when user load the generated wsdl to SOAPUI
and send request, they see problems.

testGeneratedWsdlNs in the runnable testcase I attached can expose this problem.

","20/Dec/10 09:49;ffang;Just found that this problem is introduced by the fix for CXF-2673[1]

[1]https://issues.apache.org/jira/browse/CXF-2673","20/Dec/10 11:53;ffang;need change Java5TypeCreator little bit to set correct schema namespace, also honor the fix for CXF-2673.","23/Dec/10 06:16;ffang;commit fix
http://svn.apache.org/viewvc?rev=1051094&view=rev for trunk
http://svn.apache.org/viewvc?rev=1051363&view=rev for 2.3 branch",,,,,,,,,,,,,,,,,,
"PrettyPrintXMLStreamWriter - method writeStartElement(localname) calls method writeStartElement(prefix, localName, namespaceURI) with wrong paramters",CXF-2806,12464237,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Minor,Fixed,gmazza,adf,adf,11/May/10 13:14,25/May/10 18:02,14/Mar/19 02:29,20/May/10 04:51,2.2.7,,,,,,,,,,,,,,,,,2.2.9,,,,,,,,0,cxf,parameter,PrettyPrintXMLStreamWriter,writeStartElement,wrong,"PrettyPrintXMLStreamWriter

If you call the method writeStartElement(String localname) it calls writeStartElement(String prefix, String localName, String namespaceURI) with the wrong parameters. 
writeStartElement(String localname, String namespaceURI) is affected as well (namespaceUri and localname are interchanged).

Instead of writeStartElement(null, localname, null) it calls writeStartElement(null, null, localname). So localname is used as namespaceURI and localname is NULL.

This leads to an Exception :

java.lang.IllegalArgumentException: local part cannot be ""null"" when creating a QName
	at javax.xml.namespace.QName.<init>(QName.java:214)
	at javax.xml.namespace.QName.<init>(QName.java:163)
	at org.apache.cxf.wsdl.PrettyPrintXMLStreamWriter.writeStartElement(PrettyPrintXMLStreamWriter.java:231)
	at org.apache.cxf.wsdl.PrettyPrintXMLStreamWriter.writeStartElement(PrettyPrintXMLStreamWriter.java:220)

Workaround :

Overwrite writeStartElement(String localname)

writeStartElement(String localname) {
  writeStartElement(null, localname, null);
}


","openSuse 10, Eclipse 3.5.1",,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2010-05-20 04:51:53.541,,,no_permission,,Novice,,,,,,,,,,,113467,,,Thu May 20 04:51:53 UTC 2010,,,,,,0|i0demf:,76298,,,,,,,,20/May/10 04:51;gmazza;Fixed.  Thanks for letting us know.,,,,,,,,,,,,,,,,,,,,,,,,,,
ConcurrentModificationException in JAXB-WS frontend,CXF-2803,12463969,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Critical,Fixed,dkulp,samven,samven,07/May/10 10:57,11/Oct/10 14:52,14/Mar/19 02:29,27/May/10 16:38,2.2.5,,,,,,,,,,,,,,,,,2.2.9,,,,JAX-WS Runtime,,,,0,,,,,,"Received following error when invoking ws using  CXF generated client(spring) with 20 concurrent users. I see similar issue reporeted with 2.0 but there were no fix.

Caused by: java.util.ConcurrentModificationException
	at java.util.LinkedHashMap$LinkedHashIterator.nextEntry(LinkedHashMap.java:373)
	at java.util.LinkedHashMap$KeyIterator.next(LinkedHashMap.java:384)
	at org.apache.cxf.jaxb.JAXBUtils.scanPackages(JAXBUtils.java:741)
	at org.apache.cxf.jaxb.JAXBDataBinding.createJAXBContextAndSchemas(JAXBDataBinding.java:481)
	at org.apache.cxf.jaxb.JAXBDataBinding.initialize(JAXBDataBinding.java:334)
	at org.apache.cxf.service.factory.ReflectionServiceFactoryBean.buildServiceFromClass(ReflectionServiceFactoryBean.java:460)
	at org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.buildServiceFromClass(JaxWsServiceFactoryBean.java:548)
	at org.apache.cxf.service.factory.ReflectionServiceFactoryBean.initializeServiceModel(ReflectionServiceFactoryBean.java:523)
	at org.apache.cxf.service.factory.ReflectionServiceFactoryBean.create(ReflectionServiceFactoryBean.java:271)
	at org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.create(JaxWsServiceFactoryBean.java:177)
	at org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.createEndpoint(AbstractWSDLBasedEndpointFactory.java:100)
	at org.apache.cxf.frontend.ClientFactoryBean.create(ClientFactoryBean.java:51)
	at org.apache.cxf.frontend.ClientProxyFactoryBean.create(ClientProxyFactoryBean.java:102)
	at org.apache.cxf.jaxws.JaxWsProxyFactoryBean.create(JaxWsProxyFactoryBean.java:115)
	at org.apache.cxf.jaxws.spring.JaxWsProxyFactoryBeanDefinitionParser$JAXWSSpringClientProxyFactoryBean.getObject(JaxWsProxyFactoryBeanDefinitionParser.java:74)
	at org.springframework.beans.factory.support.FactoryBeanRegistrySupport.doGetObjectFromFactoryBean(FactoryBeanRegistrySupport.java:143)",JBOSS 5.0 EAP - JDK 1.6.0_11,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,113468,,,2010-05-07 10:57:51.0,,,,,,0|i0demn:,76299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WebClient back() operation doesn't clear query parameters,CXF-2801,12463760,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Minor,Fixed,sergey_beryozkin,romkal,romkal,05/May/10 11:24,10/May/10 18:06,14/Mar/19 02:29,06/May/10 11:41,2.3,,,,,,,,,,,,,,,,,2.2.8,2.3,,,JAX-RS,,,,0,,,,,,Query parameters set on WebClient are not reset when back() operation is invoked. Common sense (at least mine) says that query parameters and other parameters should be cleared when back() operation is invoked. Moreover some method to clear query parameters (by name maybe) would be nice to have.,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2010-05-06 11:41:30.906,,,no_permission,,,,,,,,,,,,,114174,,,Thu May 06 11:41:30 UTC 2010,,,,,,0|i14enj:,233837,,,,,,,,"06/May/10 11:41;sergey_beryozkin;I added resetQuery() method, as well as fragment(). Resetting the query automatically on back() might not be the best option in all cases, ex :

client.query(""appliesToAllSegments"", """").path(""/bar"");
client.get();
client.path(""/baz"");
client.get();
client.back(false);
// should still have a query
client.get();

so I thought your idea of adding an explicit reset query method was a better option

thanks
",,,,,,,,,,,,,,,,,,,,,,,,,,
ant client-servlet doesn't work for  wsdl-first demo anymore,CXF-2799,12463732,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ffang,ffang,ffang,05/May/10 05:08,10/May/10 18:06,14/Mar/19 02:29,05/May/10 07:53,2.2.7,,,,,,,,,,,,,,,,,2.2.8,2.3,,,Samples,,,,0,,,,,,"the client code can't take the wsdlUrl as parameter, so can't pass in the wsdlUrl used in tomcat container",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,114173,,,Wed May 05 07:53:30 UTC 2010,,,,,,0|i1406v:,231493,,,,,,,,"05/May/10 07:53;ffang;commit fix
http://svn.apache.org/viewvc?rev=941187&view=rev for trunk
http://svn.apache.org/viewvc?rev=941188&view=rev for 2.2.x branch",,,,,,,,,,,,,,,,,,,,,,,,,,
WS-addressing action not picked up on wrapped style operations,CXF-2798,12463516,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,dkulp,rthunbo,rthunbo,02/May/10 15:20,10/May/10 18:06,14/Mar/19 02:29,05/May/10 06:35,2.3,,,,,,,,,,,,,,,,,2.2.8,,,,WS-* Components,,,,0,,,,,,"When ws-addressing is used with a wrapped operation, the action specified in @WebMethod is not picked up.

bindingOpInfo.getExtensor(SoapOperationInfo.class) returns null in line 792 in org.apache.cxf.ws.addressing.ContextUtils and therefore the action becomes null. 

It seems to work if the following lines (774-776):
            if (bindingOpInfo.isUnwrappedCapable()) {
                bindingOpInfo = bindingOpInfo.getUnwrappedOperation();
            }
is replaced by
            if (bindingOpInfo.isUnwrapped()) {
                bindingOpInfo = bindingOpInfo.getWrappedOperation();
            }",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,Moderate,,,,,,,,,,,114172,,,2010-05-02 15:20:57.0,,,,,,0|i0v227:,179307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custom Executor for Service object is ignored by the CXF JAX-WS run-time when Disaptch.invokeAsync is used,CXF-2792,12463343,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,dkulp,romixlev,romixlev,29/Apr/10 15:48,10/May/10 18:06,14/Mar/19 02:29,05/May/10 06:36,2.2.7,,,,,,,,,,,,,,,,,2.2.8,,,,JAX-WS Runtime,,,,0,asynchronous,concurrency,Executor,invokeasync,,"Hi, 

I'm trying to invoke 10000 external services using invokeAsync from my standalone JAX-WS  client. 
I set my custom Executor on the Service objects. This executor is a ThreadPool with 3 threads. But it looks like it is ignored completely by the CXF 
run-time. Instead of an Executor, an instance of AutomaticWorkQueueImpl  is used. 

BTW, by default, AutomaticWorkQueueImpl  is an unbounded queue, so that a few thousands threads are created for processing asynchronous responses. This is of cause problematic and has a big performance impact. By providing the configuration for AutomaticWorkQueueImpl  in cxf.xml, the AutomaticWorkQueueImpl  can be configured to have a required number of threads and required maximum capacity.

So, I did some debugging to see, why and where AutomaticWorkQueueImpl is called at all during asynchronous WS invocations using Dispatch.invokeAsync(). 

This is the stack trace I got: 
Thread [main] (Suspended (entry into method execute in AutomaticWorkQueueImpl))	
        AutomaticWorkQueueImpl.execute(Runnable) line: 247	
        HTTPConduit$WrappedOutputStream.handleResponse() line: 2153	
        HTTPConduit$WrappedOutputStream.close() line: 1988	
        HTTPConduit(AbstractConduit).close(Message) line: 66	
        HTTPConduit.close(Message) line: 639	
        MessageSenderInterceptor$MessageSenderEndingInterceptor.handleMessage(Message) line: 62	
        PhaseInterceptorChain.doIntercept(Message) line: 243	
        ClientImpl.invoke(ClientCallback, BindingOperationInfo, Object...) line: 422	
        ClientImpl.invokeWrapped(ClientCallback, QName, Object...) line: 371	
        DispatchImpl<T>.invokeAsync(T, AsyncHandler<T>) line: 288	
        TestAsyncProviderClient.invokeMyDispatch(Dispatch<Source>, Object, AsyncHandler<Source>) line: 298	
        TestAsyncProviderClient.testManyAsyncResponses() line: 218	
        TestAsyncProviderClient.main(String[]) line: 159	


According to this trace, WS-response processing at the HTTP level is put for the execution on a dedicated working queue in the HTTPConduit.handleResponse method: 

protected void handleResponse() throws IOException { 
            
            handleRetransmits(); 
            
            if (outMessage == null  || outMessage.getExchange() == null  || outMessage.getExchange().isSynchronous()) { 
                handleResponseInternal(); 
            } else { 
                Runnable runnable = new Runnable() { 
                    public void run() { 
                        try { 
                            handleResponseInternal(); 
                        } catch (Exception e) { 
                            Message inMessage = new MessageImpl(); 
                            inMessage.setExchange(outMessage.getExchange()); 
                            inMessage.setContent(Exception.class, e); 
                            incomingObserver.onMessage(inMessage); 
                        } 
                    } 
                }; 
                WorkQueueManager mgr = outMessage.getExchange().get(Bus.class) 
                    .getExtension(WorkQueueManager.class); 
                AutomaticWorkQueue queue = mgr.getNamedWorkQueue(""http-conduit""); 
                if (queue == null) { 
                    queue = mgr.getAutomaticWorkQueue(); 
                } 
                queue.execute(runnable); 
            } 
 } 

It is easy to see that Executor set for the JAX-WS Service is not propagated down to the HTTP transoport level, which required dedicated configuration for AutomaticWorkQueue, be it http-conduit queue or automatic work queue. 

For WS-responses at the user-level, i.e. by means of the JAX-WS AsyncHandler handlers, the proper Executor is taken from the Service object. 

See also the discussion on the mailing list:
http://old.nabble.com/RejectedExecutionException-when-doing-many-invokeAsync-invocations-ts28266640.html
",Standalone CXF-client used on Windows Vista,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,114166,,,2010-04-29 15:48:55.0,,,,,,0|i0uzxz:,178964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
